GeneId,GeneName,TransId,TransName,ExonCount,TranscriptLength,EffectiveLength,FittedFragments,RawFittedFragments,AdjTPM,RawTPM,TranscriptBasesCovered,SJSupported,UniqueSJSupported,UniqueSJFragments,UniqueNonSJFragments,DiscordantFragments,LowMapQualFrags
ENSG00000012048,BRCA1,2440010,ENST00000492859,11,1584,1464,45.8,54.3,2.273e+01,1.416e+01,1526,10,2,19,0,0,1.8
ENSG00000012048,BRCA1,2440018,ENST00000497488,2,779,659,104.4,139.7,1.151e+02,7.171e+01,779,1,1,17,0,0,4.6
ENSG00000012048,BRCA1,2440057,ENST00000494123,10,1612,1492,0.2,0.5,1.114e-01,6.943e-02,1611,9,0,0,0,0,0.0
ENSG00000012048,BRCA1,2440059,ENST00000473961,4,958,838,125.3,152.3,1.086e+02,6.765e+01,958,3,0,21,0,0,5.0
ENSG00000012048,BRCA1,2440064,ENST00000476777,9,769,649,0.4,0.7,4.645e-01,2.895e-01,767,8,0,0,0,0,0.0
ENSG00000012048,BRCA1,2440095,ENST00000461798,7,582,462,0.0,0.0,1.735e-03,1.081e-03,563,6,0,0,0,0,0.0
ENSG00000012048,BRCA1,2440109,ENST00000489037,5,455,335,1.6,0.5,3.534e+00,2.202e+00,455,3,0,0,0,0,0.0
ENSG00000012048,BRCA1,2440123,ENST00000354071,18,6411,6291,2281.4,1998.2,2.633e+02,1.641e+02,6391,16,0,0,0,0,65.6
ENSG00000012048,BRCA1,2440127,ENST00000352993,22,3780,3660,228.0,181.0,4.523e+01,2.819e+01,3760,20,0,0,0,0,5.9
ENSG00000012048,BRCA1,2440139,ENST00000346315,19,6451,6331,2206.6,1904.5,2.531e+02,1.577e+02,6450,17,0,0,0,0,62.5
ENSG00000012048,BRCA1,2440152,ENST00000351666,19,3444,3324,897.5,664.5,1.960e+02,1.222e+02,3444,17,0,0,0,0,21.8
ENSG00000012048,BRCA1,2440163,ENST00000309486,22,7114,6994,3487.4,3147.7,3.620e+02,2.256e+02,7113,20,0,0,0,0,103.4
ENSG00000175832,ETV4,2462528,ENST00000319349,13,2429,2309,1465.1,1309.2,4.607e+02,2.871e+02,2413,12,0,0,0,12,26.9
ENSG00000175832,ETV4,2462533,ENST00000393664,12,2182,2062,8787.9,9461.4,3.094e+03,1.928e+03,2182,11,0,0,0,12,194.2
ENSG00000175832,ETV4,2462542,ENST00000545954,12,1775,1655,548.6,411.6,2.407e+02,1.500e+02,1716,11,1,9,0,12,8.4
ENSG00000175832,ETV4,2462557,ENST00000545089,11,1628,1508,48.3,24.5,2.328e+01,1.450e+01,1610,10,1,3,0,0,0.5
ENSG00000175832,ETV4,2462573,ENST00000591713,13,1727,1607,660.4,468.2,2.984e+02,1.859e+02,1727,12,0,0,0,12,9.6
ENSG00000175832,ETV4,2462590,ENST00000586826,5,917,797,815.5,917.4,7.429e+02,4.630e+02,914,4,0,28,0,0,18.8
ENSG00000175832,ETV4,2462598,ENST00000590236,7,616,496,77.5,45.5,1.135e+02,7.074e+01,534,5,1,1,0,10,0.9
ENSG00000175832,ETV4,2462605,ENST00000585508,6,760,640,103.3,60.8,1.172e+02,7.304e+01,698,5,0,4,0,0,1.2
ENSG00000175832,ETV4,2462611,ENST00000587151,5,582,462,60.0,64.5,9.434e+01,5.879e+01,528,4,0,26,2,0,1.3
ENSG00000175832,ETV4,2462613,ENST00000586764,4,581,461,10.7,1.7,1.686e+01,1.050e+01,256,3,1,3,0,0,0.0
ENSG00000175832,ETV4,2462620,ENST00000538265,12,2024,1904,704.0,675.4,2.685e+02,1.673e+02,2024,11,1,5,0,12,13.9
ENSG00000108443,RPS6KB1,2421357,ENST00000472940,15,2808,2688,857.1,1184.6,2.315e+02,1.443e+02,2740,14,3,71,17,17,43.1
ENSG00000108443,RPS6KB1,2421369,ENST00000477179,4,431,311,2839.6,2641.8,6.629e+03,4.131e+03,371,2,0,0,0,0,96.2
ENSG00000108443,RPS6KB1,2421429,ENST00000443572,14,1913,1793,2970.0,6343.8,1.203e+03,7.495e+02,1913,13,1,25,0,17,230.9
ENSG00000108443,RPS6KB1,2421441,ENST00000489824,9,909,789,414.2,474.7,3.812e+02,2.375e+02,909,8,2,110,0,5,17.3
ENSG00000108443,RPS6KB1,2421445,ENST00000406116,15,1982,1862,60.8,223.0,2.372e+01,1.478e+01,1982,14,1,15,0,9,8.1
ENSG00000108443,RPS6KB1,2421465,ENST00000225577,15,5375,5255,73442.6,65182.3,1.015e+04,6.324e+03,5331,14,0,0,27,17,2372.7
ENSG00000108443,RPS6KB1,2421473,ENST00000592726,4,622,502,5.9,9.0,8.466e+00,5.276e+00,270,3,1,6,0,0,0.3
ENSG00000108443,RPS6KB1,2421483,ENST00000587622,3,583,463,824.1,948.9,1.292e+03,8.053e+02,438,2,0,0,0,0,34.5
ENSG00000108443,RPS6KB1,2421488,ENST00000590928,2,720,600,422.8,572.6,5.116e+02,3.188e+02,374,1,0,108,28,0,20.8
ENSG00000108443,RPS6KB1,2421495,ENST00000475155,2,719,599,1521.0,2657.8,1.844e+03,1.149e+03,656,1,0,5,4,8,96.7
ENSG00000108443,RPS6KB1,2421500,ENST00000587061,2,564,444,0.2,17.2,3.132e-01,1.952e-01,564,0,0,0,0,0,0.6
ENSG00000108443,RPS6KB1,2421508,ENST00000393021,16,2046,1926,1582.8,4093.8,5.967e+02,3.718e+02,2046,15,0,0,0,17,149.0
ENSG00000009709,PAX7,2457924,ENST00000375375,8,2260,2140,0.0,0.0,6.036e-04,3.762e-04,167,0,0,0,0,0,0.0
ENSG00000009709,PAX7,2457932,ENST00000420770,9,5538,5418,0.0,0.0,0.000e+00,0.000e+00,157,0,0,0,0,0,0.0
ENSG00000009709,PAX7,2457940,ENST00000400661,8,1700,1580,1.0,1.0,4.603e-01,2.869e-01,167,0,0,0,0,0,0.0
ENSG00000134250,NOTCH2,2463036,ENST00000256646,34,11389,11269,826467.0,840158.0,5.325e+04,3.318e+04,11366,33,18,110254,3388,1466,37920.7
ENSG00000134250,NOTCH2,2463038,ENST00000493703,2,553,433,329.7,387.5,5.528e+02,3.445e+02,547,1,0,0,0,41,17.5
ENSG00000134250,NOTCH2,2463039,ENST00000478864,2,520,400,6077.1,5472.1,1.103e+04,6.874e+03,515,1,0,68,0,106,247.0
ENSG00000134250,NOTCH2,2463043,ENST00000479412,14,3221,3101,888.7,1002.6,2.081e+02,1.297e+02,2788,13,1,52,0,852,45.3
ENSG00000134250,NOTCH2,2463045,ENST00000602566,6,5046,4926,152.9,162.5,2.254e+01,1.405e+01,861,4,2,143,0,195,7.3
ENSG00000134250,NOTCH2,2463047,ENST00000489731,2,414,294,8598.8,2685.0,2.123e+04,1.323e+04,413,1,0,0,0,2,121.2
ENSG00000198400,NTRK1,2459975,ENST00000489021,3,570,450,397.8,422.3,6.419e+02,4.000e+02,570,2,1,25,0,0,9.7
ENSG00000198400,NTRK1,2460068,ENST00000392302,17,2609,2489,154.8,168.2,4.517e+01,2.815e+01,2576,16,0,0,0,0,3.9
ENSG00000198400,NTRK1,2460078,ENST00000497019,16,2508,2388,658.6,730.6,2.002e+02,1.248e+02,2474,15,1,5,0,0,16.9
ENSG00000198400,NTRK1,2460101,ENST00000530298,17,3052,2932,377.3,410.2,9.342e+01,5.822e+01,2753,15,1,13,8,0,9.5
ENSG00000198400,NTRK1,2460112,ENST00000368196,16,2701,2581,357.5,226.9,1.006e+02,6.268e+01,2591,15,0,0,0,0,5.2
ENSG00000198400,NTRK1,2460118,ENST00000524377,17,2432,2312,20.2,11.8,6.343e+00,3.953e+00,2290,15,1,0,0,0,0.3
ENSG00000198400,NTRK1,2460124,ENST00000358660,16,2492,2372,52.2,32.3,1.599e+01,9.966e+00,2355,14,0,0,0,0,0.7
ENSG00000198400,NTRK1,2460129,ENST00000533630,3,645,525,44.8,39.6,6.202e+01,3.865e+01,386,2,0,0,0,0,0.9
ENSG00000198400,NTRK1,2460137,ENST00000534682,4,844,724,101.9,125.9,1.022e+02,6.367e+01,647,3,0,20,0,0,2.9
ENSG00000198400,NTRK1,2460140,ENST00000531606,3,642,522,0.0,0.0,1.224e-02,7.626e-03,457,0,0,0,0,0,0.0
ENSG00000117020,AKT3,2419708,ENST00000336199,14,1688,1568,1350.4,1441.1,6.253e+02,3.897e+02,1640,11,0,0,0,84,15.3
ENSG00000117020,AKT3,2419722,ENST00000366540,14,1575,1455,2878.0,2521.9,1.436e+03,8.950e+02,1468,11,0,0,0,84,26.7
ENSG00000117020,AKT3,2419730,ENST00000366539,14,5127,5007,104722.4,109580.3,1.519e+04,9.463e+03,5126,13,1,427,0,88,1161.4
ENSG00000117020,AKT3,2419739,ENST00000492957,3,672,552,9.8,11.2,1.292e+01,8.054e+00,259,2,1,11,0,0,0.1
ENSG00000117020,AKT3,2419742,ENST00000552631,5,560,440,4070.4,5543.9,6.717e+03,4.186e+03,535,4,1,42,0,21,58.8
ENSG00000117020,AKT3,2419748,ENST00000463991,3,422,302,0.2,0.1,3.626e-01,2.259e-01,238,1,0,0,0,13,0.0
ENSG00000117020,AKT3,2419752,ENST00000491219,2,562,442,0.0,0.0,5.907e-23,3.681e-23,128,0,0,0,0,0,0.0
ENSG00000117020,AKT3,2419757,ENST00000490018,5,664,544,3.8,4.2,5.064e+00,3.156e+00,170,1,1,4,0,0,0.0
ENSG00000117020,AKT3,2419760,ENST00000550388,5,572,452,0.0,0.0,0.000e+00,0.000e+00,0,0,0,0,0,0,0.0
ENSG00000117020,AKT3,2419764,ENST00000263826,13,3588,3468,20014.5,19253.9,4.190e+03,2.611e+03,3588,12,0,0,0,88,204.1
ENSG00000068078,FGFR3,2386039,ENST00000481110,17,4217,4097,482.0,473.9,8.542e+01,5.323e+01,3920,14,1,34,0,23,9.5
ENSG00000068078,FGFR3,2386109,ENST00000260795,17,4132,4012,1270.4,1325.3,2.299e+02,1.433e+02,3988,16,0,0,0,23,26.5
ENSG00000068078,FGFR3,2386119,ENST00000352904,15,3733,3613,1471.4,1372.4,2.957e+02,1.843e+02,3656,13,0,0,0,13,27.4
ENSG00000068078,FGFR3,2386129,ENST00000507588,4,336,216,0.1,0.9,4.971e-01,3.098e-01,294,2,0,0,0,0,0.0
ENSG00000068078,FGFR3,2386134,ENST00000474521,3,545,425,272.8,308.3,4.661e+02,2.905e+02,530,2,0,0,0,0,6.2
ENSG00000068078,FGFR3,2386137,ENST00000469068,4,821,701,117.7,111.6,1.219e+02,7.600e+01,801,3,0,0,0,4,2.2
ENSG00000068078,FGFR3,2386150,ENST00000340107,18,4293,4173,2300.9,2424.0,4.003e+02,2.495e+02,3998,16,1,73,0,23,48.5
ENSG00000068078,FGFR3,2386151,ENST00000440486,18,4287,4167,601.1,627.1,1.047e+02,6.527e+01,3988,16,0,0,0,23,12.5
ENSG00000068078,FGFR3,2386155,ENST00000412135,16,3951,3831,456.1,425.4,8.643e+01,5.386e+01,3656,13,0,0,0,13,8.5
ENSG00000134853,PDGFRA,2431561,ENST00000257290,23,6576,6456,566108.5,565398.6,6.367e+04,3.968e+04,6568,22,7,69533,1554,654,6564.8
ENSG00000134853,PDGFRA,2431569,ENST00000508170,4,2202,2082,924.9,1261.7,3.225e+02,2.010e+02,1274,3,0,0,0,248,14.6
ENSG00000134853,PDGFRA,2431582,ENST00000509092,15,2417,2297,1430.0,3599.2,4.520e+02,2.817e+02,2250,14,1,157,0,226,41.8
ENSG00000134853,PDGFRA,2431588,ENST00000512143,4,580,460,543.6,605.1,8.580e+02,5.347e+02,580,3,2,322,0,0,7.0
ENSG00000134853,PDGFRA,2431593,ENST00000509490,18,2991,2871,38.4,234.8,9.717e+00,6.056e+00,2513,15,0,0,0,474,2.7
ENSG00000134853,PDGFRA,2431595,ENST00000503856,4,586,466,70.4,636.6,1.097e+02,6.835e+01,492,3,1,0,0,237,7.4
ENSG00000134853,PDGFRA,2431599,ENST00000504461,4,771,651,161.1,224.2,1.796e+02,1.119e+02,571,3,1,78,0,227,2.6
ENSG00000134853,PDGFRA,2431604,ENST00000512522,4,573,453,4.2,33.2,6.735e+00,4.197e+00,475,3,1,0,0,84,0.4
ENSG00000134853,PDGFRA,2431609,ENST00000461294,3,480,360,291.8,394.7,5.885e+02,3.668e+02,349,1,0,25,0,21,4.6
ENSG00000134853,PDGFRA,2431615,ENST00000507536,5,1146,1026,65.6,112.0,4.644e+01,2.894e+01,764,4,0,6,0,42,1.3
ENSG00000157404,KIT,2432274,ENST00000412167,21,3470,3350,7124.4,9118.1,1.544e+03,9.623e+02,3451,20,1,1142,0,49,188.5
ENSG00000157404,KIT,2432287,ENST00000288135,21,5186,5066,41772.5,40374.4,5.987e+03,3.731e+03,5164,20,1,206,7,49,834.5
ENSG00000157404,KIT,2432292,ENST00000514582,2,538,418,234.7,282.6,4.076e+02,2.540e+02,534,1,0,0,0,0,5.8
ENSG00000157404,KIT,2432298,ENST00000512959,4,746,626,228.6,235.1,2.652e+02,1.652e+02,680,3,0,12,0,5,4.9
ENSG00000128052,KDR,2433398,ENST00000263923,30,5831,5711,33494.8,33873.6,4.258e+03,2.654e+03,5822,29,15,9802,427,48,673.4
ENSG00000128052,KDR,2433403,ENST00000509309,3,687,567,0.0,0.1,2.442e-02,1.522e-02,431,2,0,0,0,0,0.0
ENSG00000128052,KDR,2433407,ENST00000512566,13,2037,1917,1446.7,1542.5,5.479e+02,3.415e+02,2000,12,0,0,0,25,30.7
ENSG00000182578,CSF1R,2406715,ENST00000504875,20,3697,3577,69416.5,71346.7,1.409e+04,8.781e+03,3697,19,1,3,0,213,1342.3
ENSG00000182578,CSF1R,2406765,ENST00000286301,22,3989,3869,79909.8,79948.9,1.500e+04,9.345e+03,3987,21,2,3069,50,220,1504.2
ENSG00000182578,CSF1R,2406777,ENST00000509861,2,886,766,147.0,149.7,1.393e+02,8.681e+01,610,1,0,27,0,0,2.8
ENSG00000182578,CSF1R,2406783,ENST00000515068,7,723,603,0.0,0.0,3.245e-02,2.022e-02,535,3,0,0,0,7,0.0
ENSG00000182578,CSF1R,2406792,ENST00000515239,5,584,464,0.2,0.3,2.935e-01,1.829e-01,429,3,0,0,0,5,0.0
ENSG00000182578,CSF1R,2406797,ENST00000513609,4,711,591,25.7,34.8,3.161e+01,1.970e+01,556,2,0,0,0,3,0.7
ENSG00000182578,CSF1R,2406807,ENST00000502660,5,1388,1268,452.5,440.6,2.591e+02,1.615e+02,1187,4,0,0,0,152,8.3
ENSG00000182578,CSF1R,2406813,ENST00000511344,3,655,535,175.5,62.1,2.381e+02,1.484e+02,653,1,0,0,0,11,1.2
ENSG00000182578,CSF1R,2406822,ENST00000543093,6,921,801,24159.5,23327.1,2.190e+04,1.365e+04,921,5,1,7,0,135,438.9
ENSG00000113721,PDGFRB,2407506,ENST00000261799,23,5717,5597,778905.9,784225.3,1.010e+05,6.297e+04,5715,22,1,12404,1,1678,12682.2
ENSG00000113721,PDGFRB,2407512,ENST00000520851,2,406,286,5783.8,4405.8,1.468e+04,9.150e+03,406,1,1,1216,41,0,71.2
ENSG00000113721,PDGFRB,2407525,ENST00000520579,23,3860,3740,57492.8,53179.5,1.116e+04,6.955e+03,3860,22,1,72,8,1685,860.0
ENSG00000113721,PDGFRB,2407531,ENST00000519575,6,712,592,4008.8,6962.4,4.917e+03,3.064e+03,645,4,0,7,3,284,112.6
ENSG00000113721,PDGFRB,2407533,ENST00000521723,4,400,280,6867.8,7457.1,1.781e+04,1.110e+04,371,3,1,609,0,36,120.6
ENSG00000113721,PDGFRB,2407536,ENST00000520229,2,738,618,2367.2,2384.3,2.781e+03,1.733e+03,738,1,0,11,0,0,38.6
ENSG00000113721,PDGFRB,2407540,ENST00000522466,2,296,176,3035.1,3477.5,1.252e+04,7.802e+03,296,1,0,68,22,0,56.2
ENSG00000113721,PDGFRB,2407543,ENST00000517488,3,822,702,7480.8,7965.4,7.737e+03,4.822e+03,822,2,1,1351,0,375,128.8
ENSG00000113721,PDGFRB,2407546,ENST00000517957,4,568,448,19969.6,21892.4,3.236e+04,2.017e+04,564,3,1,21,0,364,354.0
ENSG00000113721,PDGFRB,2407549,ENST00000517660,2,611,491,37.0,31.6,5.476e+01,3.413e+01,538,1,1,17,0,0,0.5
ENSG00000113721,PDGFRB,2407553,ENST00000523456,2,1023,903,44.1,42.3,3.546e+01,2.210e+01,629,1,1,23,0,0,0.7
ENSG00000160867,FGFR4,2419612,ENST00000292408,18,3122,3002,4641.0,4303.5,1.122e+03,6.995e+02,3054,17,1,152,0,20,76.4
ENSG00000160867,FGFR4,2419619,ENST00000503708,5,770,650,86.4,79.8,9.647e+01,6.012e+01,766,4,0,9,0,0,1.4
ENSG00000160867,FGFR4,2419624,ENST00000393648,18,2733,2613,87.7,137.8,2.436e+01,1.518e+01,2729,15,0,0,0,17,2.4
ENSG00000160867,FGFR4,2419628,ENST00000514472,3,552,432,0.0,0.0,1.127e-03,7.020e-04,552,1,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419632,ENST00000502906,18,2638,2518,671.4,494.5,1.936e+02,1.206e+02,2638,17,0,0,0,20,8.8
ENSG00000160867,FGFR4,2419636,ENST00000510911,4,709,589,2.1,2.3,2.538e+00,1.581e+00,536,2,1,2,0,0,0.0
ENSG00000160867,FGFR4,2419639,ENST00000507708,3,476,356,0.0,0.0,1.652e-03,1.029e-03,409,1,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419643,ENST00000513166,3,594,474,0.0,0.0,9.414e-11,5.867e-11,377,1,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419656,ENST00000393637,16,2418,2298,81.0,137.6,2.559e+01,1.595e+01,2418,15,0,0,0,17,2.4
ENSG00000160867,FGFR4,2419665,ENST00000430285,5,713,593,0.4,1.3,4.345e-01,2.708e-01,630,2,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419668,ENST00000426612,3,712,592,1.7,3.8,2.029e+00,1.264e+00,712,2,0,0,0,0,0.1
ENSG00000160867,FGFR4,2419673,ENST00000509511,7,1341,1221,0.1,0.3,4.477e-02,2.790e-02,1158,6,0,0,0,9,0.0
ENSG00000160867,FGFR4,2419679,ENST00000508139,4,720,600,254.4,214.2,3.078e+02,1.918e+02,720,3,0,0,0,3,3.8
ENSG00000160867,FGFR4,2419682,ENST00000511076,6,838,718,38.8,30.5,3.927e+01,2.447e+01,838,4,0,0,0,7,0.5
ENSG00000160867,FGFR4,2419689,ENST00000483872,2,663,543,0.2,2.5,3.182e-01,1.983e-01,217,1,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419692,ENST00000513423,2,445,325,0.8,0.5,1.880e+00,1.172e+00,416,1,0,0,0,0,0.0
ENSG00000160867,FGFR4,2419700,ENST00000292410,17,2928,2808,1017.8,1526.5,2.632e+02,1.640e+02,2885,16,0,0,0,17,27.1
ENSG00000006468,ETV1,2408912,ENST00000430479,14,6740,6620,3336.2,2748.7,3.659e+02,2.280e+02,6696,13,0,0,0,57,40.8
ENSG00000006468,ETV1,2408930,ENST00000405192,12,4402,4282,19858.6,16564.0,3.367e+03,2.098e+03,4402,11,1,19,0,57,245.7
ENSG00000006468,ETV1,2408940,ENST00000405358,12,4181,4061,18542.7,15650.8,3.315e+03,2.066e+03,4026,11,1,22,0,57,232.1
ENSG00000006468,ETV1,2408957,ENST00000403527,10,3363,3243,2751.6,2693.2,6.160e+02,3.839e+02,3357,9,0,0,0,57,39.9
ENSG00000006468,ETV1,2408974,ENST00000405218,13,3391,3271,4477.4,4700.7,9.938e+02,6.193e+02,3357,12,0,7,0,57,69.7
ENSG00000006468,ETV1,2408986,ENST00000443137,15,2050,1930,297.5,891.9,1.119e+02,6.974e+01,1976,12,1,0,0,57,13.2
ENSG00000006468,ETV1,2409006,ENST00000403685,12,1603,1483,2147.2,6577.8,1.051e+03,6.551e+02,1579,10,0,0,0,57,97.6
ENSG00000006468,ETV1,2409013,ENST00000493831,2,536,416,85.8,82.5,1.498e+02,9.333e+01,243,1,0,0,0,0,1.2
ENSG00000006468,ETV1,2409030,ENST00000472931,8,1296,1176,493.4,637.3,3.046e+02,1.898e+02,1063,7,0,0,0,52,9.5
ENSG00000006468,ETV1,2409035,ENST00000438956,7,1141,1021,588.5,1104.0,4.185e+02,2.608e+02,1141,6,0,0,0,52,16.4
ENSG00000006468,ETV1,2409040,ENST00000476720,6,848,728,5990.0,8179.7,5.974e+03,3.723e+03,686,5,0,0,0,52,121.3
ENSG00000006468,ETV1,2409046,ENST00000443608,5,784,664,75.9,60.9,8.296e+01,5.170e+01,784,4,0,0,0,0,0.9
ENSG00000006468,ETV1,2409054,ENST00000497115,6,584,464,3464.5,4408.1,5.421e+03,3.378e+03,529,4,0,0,0,45,65.4
ENSG00000006468,ETV1,2409061,ENST00000476355,5,846,726,121.3,140.4,1.213e+02,7.559e+01,637,4,0,8,0,26,2.1
ENSG00000006468,ETV1,2409068,ENST00000421381,7,554,434,16.0,49.3,2.670e+01,1.664e+01,456,5,0,0,0,0,0.7
ENSG00000006468,ETV1,2409075,ENST00000431887,7,580,460,22.9,88.3,3.621e+01,2.257e+01,499,5,0,0,0,0,1.3
ENSG00000006468,ETV1,2409080,ENST00000460438,5,570,450,5.4,6.7,8.717e+00,5.433e+00,290,4,1,3,0,0,0.1
ENSG00000006468,ETV1,2409083,ENST00000483075,6,622,502,1.6,8.1,2.258e+00,1.407e+00,399,4,0,0,0,0,0.1
ENSG00000006468,ETV1,2409090,ENST00000433547,3,546,426,522.7,637.6,8.908e+02,5.551e+02,546,2,0,0,0,0,9.5
ENSG00000006468,ETV1,2409096,ENST00000485475,3,550,430,22.0,177.1,3.711e+01,2.313e+01,471,1,0,0,0,0,2.6
ENSG00000006468,ETV1,2409105,ENST00000242066,13,6348,6228,2569.3,1809.3,2.995e+02,1.867e+02,6220,11,0,0,0,57,26.8
ENSG00000006468,ETV1,2409109,ENST00000343495,13,6752,6632,2730.6,2171.7,2.989e+02,1.863e+02,6735,12,0,0,0,57,32.2
ENSG00000006468,ETV1,2409113,ENST00000420159,9,6231,6111,1996.0,1465.6,2.371e+02,1.478e+02,6219,8,0,0,0,57,21.7
ENSG00000006468,ETV1,2409115,ENST00000399357,9,6096,5976,1629.8,1085.2,1.980e+02,1.234e+02,6084,8,0,0,0,5,16.1
ENSG00000146648,EGFR,2440140,ENST00000455089,26,3844,3724,387.6,340.3,7.557e+01,4.709e+01,3528,24,0,0,0,246,4.4
ENSG00000146648,EGFR,2440158,ENST00000342916,16,2239,2119,225.0,137.7,7.709e+01,4.804e+01,2223,14,0,0,0,158,1.8
ENSG00000146648,EGFR,2440167,ENST00000344576,16,2864,2744,8621.8,8107.9,2.281e+03,1.422e+03,2849,14,0,0,0,158,103.9
ENSG00000146648,EGFR,2440182,ENST00000420316,10,1570,1450,1914.1,1112.4,9.585e+02,5.973e+02,1559,9,0,15,0,149,14.3
ENSG00000146648,EGFR,2440193,ENST00000275493,28,9821,9701,186057.2,175763.1,1.393e+04,8.678e+03,5741,27,0,0,0,280,2252.9
ENSG00000146648,EGFR,2440199,ENST00000459688,2,452,332,3.9,3.4,8.608e+00,5.364e+00,319,1,1,3,0,0,0.0
ENSG00000146648,EGFR,2440201,ENST00000463948,2,561,441,0.0,0.0,2.057e-14,1.282e-14,215,0,0,0,0,0,0.0
ENSG00000146648,EGFR,2440214,ENST00000450046,4,691,571,0.0,0.1,4.462e-02,2.781e-02,455,2,0,0,0,27,0.0
ENSG00000146648,EGFR,2440218,ENST00000485503,3,665,545,1060.5,1194.2,1.413e+03,8.805e+02,520,2,0,19,0,27,15.3
ENSG00000146648,EGFR,2440222,ENST00000442591,18,2529,2409,5.4,2.7,1.639e+00,1.021e+00,2081,16,1,0,0,158,0.0
ENSG00000146648,EGFR,2440225,ENST00000454757,28,3938,3818,126165.6,140089.2,2.399e+04,1.495e+04,3826,26,0,0,0,280,1795.7
ENSG00000105976,MET,2373682,ENST00000456159,3,767,647,8045.2,7762.7,9.028e+03,5.626e+03,763,2,2,2013,0,34,103.5
ENSG00000105976,MET,2374118,ENST00000397752,21,6635,6515,453564.2,406666.4,5.055e+04,3.150e+04,6626,20,0,2248,0,569,5420.2
ENSG00000105976,MET,2374164,ENST00000318493,21,4632,4512,40535.6,70250.1,6.523e+03,4.065e+03,4632,20,1,189,41,575,936.3
ENSG00000105976,MET,2374173,ENST00000495962,6,741,621,59.8,74.9,6.996e+01,4.360e+01,634,4,1,29,0,121,1.0
ENSG00000105976,MET,2374179,ENST00000422097,4,688,568,3718.5,6549.1,4.753e+03,2.962e+03,688,3,0,0,0,40,87.3
ENSG00000105976,MET,2374188,ENST00000454623,3,475,355,483.5,286.8,9.889e+02,6.163e+02,475,2,1,186,0,11,3.8
ENSG00000105976,MET,2374206,ENST00000436117,9,2295,2175,30720.8,44661.9,1.026e+04,6.391e+03,2295,8,1,14,0,299,595.3
ENSG00000105976,MET,2374242,ENST00000539704,7,1460,1340,2807.7,8200.3,1.521e+03,9.481e+02,1390,5,0,0,0,45,109.3
ENSG00000157764,BRAF,2318863,ENST00000496384,10,8294,8174,865.6,917.6,7.688e+01,4.791e+01,1316,9,1,810,0,28,21.6
ENSG00000157764,BRAF,2319041,ENST00000288602,18,2480,2360,33168.6,32762.3,1.020e+04,6.359e+03,2479,17,1,1587,0,108,771.9
ENSG00000157764,BRAF,2319060,ENST00000479537,6,743,623,74.4,76.4,8.667e+01,5.401e+01,743,5,2,51,0,15,1.8
ENSG00000157764,BRAF,2319079,ENST00000497784,19,2336,2216,21141.4,23958.0,6.927e+03,4.317e+03,2336,18,2,107,0,108,564.5
ENSG00000157764,BRAF,2319105,ENST00000469930,3,1058,938,1175.0,1106.2,9.095e+02,5.668e+02,726,2,0,0,0,0,26.1
ENSG00000157168,NRG1,2436250,ENST00000518104,12,1453,1333,0.0,0.1,2.657e-02,1.656e-02,1383,7,0,0,0,0,0.0
ENSG00000157168,NRG1,2436255,ENST00000519301,11,1785,1665,5.6,6.1,2.449e+00,1.526e+00,1715,6,0,0,0,0,0.2
ENSG00000157168,NRG1,2436267,ENST00000520407,5,1955,1835,38.5,44.0,1.522e+01,9.484e+00,1263,2,0,0,0,0,1.2
ENSG00000157168,NRG1,2436284,ENST00000523534,13,2516,2396,91.7,29.4,2.780e+01,1.732e+01,2279,9,0,0,0,0,0.8
ENSG00000157168,NRG1,2436292,ENST00000523079,11,2359,2239,21.1,22.1,6.833e+00,4.258e+00,1360,9,0,0,0,0,0.6
ENSG00000157168,NRG1,2436303,ENST00000287842,12,2483,2363,0.5,0.6,1.514e-01,9.436e-02,1944,10,0,0,0,0,0.0
ENSG00000157168,NRG1,2436332,ENST00000521670,13,1769,1649,144.9,164.7,6.378e+01,3.975e+01,1629,12,2,32,0,0,4.4
ENSG00000157168,NRG1,2436344,ENST00000405005,12,1992,1872,283.5,355.6,1.100e+02,6.853e+01,1950,11,0,0,0,0,9.5
ENSG00000157168,NRG1,2436347,ENST00000518206,6,886,766,45.0,34.1,4.262e+01,2.656e+01,882,4,0,0,0,0,0.9
ENSG00000157168,NRG1,2436357,ENST00000522569,6,659,539,6.8,6.8,9.137e+00,5.694e+00,568,4,0,3,0,0,0.2
ENSG00000157168,NRG1,2436368,ENST00000520502,3,1330,1210,160.3,142.9,9.620e+01,5.995e+01,1067,1,0,0,0,0,3.8
ENSG00000157168,NRG1,2436372,ENST00000523041,2,1094,974,2.5,12.3,1.878e+00,1.170e+00,916,0,0,0,0,0,0.3
ENSG00000157168,NRG1,2436376,ENST00000518084,5,555,435,3.6,3.8,6.018e+00,3.750e+00,420,2,0,0,0,0,0.1
ENSG00000157168,NRG1,2436377,ENST00000522402,5,570,450,0.3,0.1,5.246e-01,3.269e-01,527,4,0,0,0,0,0.0
